@relation 'Copy of credit-g-attr10cleanednumeric'

@attribute Case numeric
@attribute Checking_status numeric
@attribute Credit_history numeric
@attribute Credit_amount numeric
@attribute Saving_status numeric
@attribute Employment numeric
@attribute Personal_status numeric
@attribute Age numeric
@attribute Job numeric
@attribute Class numeric

@data
160,0,0,1898,0,1,1,34,1,1
161,0,0,2872,2,1,1,36,2,1
162,0,0,1055,1,1,0,30,2,1
163,0,1,1262,3,1,1,36,2,1
164,100,1,7308,1,0,1,70,3,1
165,0,1,909,3,1,1,36,2,1
166,0,1,2978,3,1,1,32,2,1
167,-100,1,1131,1,0,0,33,2,0
168,100,1,1577,4,1,0,20,2,1
169,0,1,3972,1,1,0,25,2,1
170,100,0,1935,1,1,1,31,2,0
171,-100,1,950,1,1,1,33,2,0
172,0,1,763,1,1,0,26,2,1
173,100,0,2064,1,0,0,34,3,0
174,100,1,1414,1,1,1,33,2,1
175,-100,0,3414,1,1,1,26,2,0
176,0,1,7485,0,0,0,53,3,0
177,-100,1,2577,1,1,1,42,2,1
178,-100,0,338,3,1,1,52,2,1
179,0,1,1963,1,1,1,31,3,1
180,-100,0,571,1,1,1,65,2,1
181,0,0,9572,1,1,1,28,2,0
182,100,0,4455,1,1,1,30,3,0
183,-100,1,1647,0,1,1,40,1,0
184,0,0,3777,4,1,1,50,2,1
185,100,0,884,1,1,1,36,2,0
186,0,0,1360,1,1,1,31,2,1
187,100,1,5129,1,1,0,74,3,0
188,100,0,1175,1,0,1,68,0,1
189,-100,1,674,2,1,1,20,2,0
190,100,1,3244,1,1,0,33,2,1
191,0,1,4591,4,1,1,54,3,0
192,100,1,3844,2,1,1,34,1,0
193,100,1,3915,1,1,1,36,2,0
194,0,1,2108,1,1,1,29,2,1
195,100,1,3031,2,1,1,21,2,0
196,100,0,1501,1,1,0,34,3,0
197,0,0,1382,1,1,0,28,2,1
198,100,1,951,2,1,0,27,2,0
199,100,1,2760,0,1,1,36,2,1
200,100,0,4297,1,1,1,40,3,0
201,0,0,936,3,1,1,52,2,1
202,-100,1,1168,1,1,1,27,1,1
203,0,0,5117,1,1,1,26,2,1
204,-100,1,902,1,1,1,21,2,0
205,0,0,1495,1,1,1,38,1,1
206,-100,0,10623,1,1,1,38,3,1
207,0,0,1935,1,1,1,43,2,1
208,100,0,1424,1,1,1,26,2,1
209,-100,1,6568,1,1,1,21,1,1
210,0,1,1413,4,1,1,55,2,1
211,0,0,3074,0,1,1,33,2,1
212,0,1,3835,0,1,0,45,1,1
213,-100,1,5293,1,0,1,50,2,0
214,200,0,1908,1,1,1,66,3,0
215,0,0,3342,0,1,1,51,2,1
216,100,0,932,0,1,0,39,1,1
217,-100,1,3104,1,1,1,31,2,1
218,200,1,3913,1,1,1,23,2,1
219,-100,1,3021,1,1,1,24,1,1
220,0,1,1364,1,1,0,64,2,1
221,100,1,625,1,1,1,26,1,1
222,-100,1,1200,0,1,0,23,2,1
223,0,1,707,1,1,1,30,2,1
224,0,0,2978,0,1,1,32,2,1
225,0,1,4657,1,1,1,30,2,1
226,0,1,2613,1,1,1,27,2,1
227,100,1,10961,4,1,1,27,2,0
228,-100,1,7865,1,1,1,53,3,0
229,0,1,1478,1,1,1,22,2,0
230,-100,1,3149,1,1,1,22,2,1
231,200,1,4210,1,1,1,26,2,0
232,0,1,2507,3,1,1,51,1,1
233,0,1,2141,2,1,1,35,2,1
234,100,1,866,1,1,1,25,1,1
235,0,0,1544,1,1,1,42,1,1
236,-100,1,1823,1,0,1,30,3,0
237,100,1,14555,0,0,1,23,0,0
238,100,1,2767,2,1,1,61,1,0
239,0,0,1291,1,1,0,35,2,1
240,-100,1,2522,1,1,1,39,2,1
241,-100,1,915,0,1,0,29,2,0
242,0,1,1595,1,1,1,51,2,1
243,-100,1,4605,1,1,1,24,2,0
244,0,0,1185,1,1,0,27,2,1
245,0,1,3447,3,1,0,35,1,1
246,0,1,1258,1,1,1,25,2,1
247,0,0,717,1,1,1,52,2,1
248,0,1,1204,2,1,1,35,2,1
249,200,1,1925,1,1,1,26,2,1
250,0,1,433,1,0,0,22,2,0
251,-100,0,666,4,1,0,39,1,1
252,200,1,2251,1,1,0,46,1,1
253,100,1,2150,1,1,0,24,2,0
254,0,0,4151,2,1,1,35,2,1
255,100,1,2030,0,1,1,24,2,1
256,100,0,7418,0,1,1,27,1,1
257,0,0,2684,1,1,1,35,1,1
258,-100,1,2149,1,1,1,29,2,0
259,0,1,3812,2,1,0,23,2,1
260,0,0,1154,2,0,0,57,1,1
261,-100,1,1657,1,1,1,27,2,1
262,-100,1,1603,1,1,0,55,2,1
263,-100,0,5302,1,1,1,36,3,1
264,0,0,2748,1,1,0,57,1,1
265,0,0,1231,1,1,1,32,1,1
266,100,1,802,1,1,1,37,2,0
267,0,0,6304,0,1,1,36,2,1
268,0,1,1533,1,1,0,38,2,1
269,-100,1,8978,1,1,1,45,3,0
270,0,1,999,0,1,1,25,2,1
271,0,1,2662,0,1,1,32,2,1
272,0,0,1402,3,1,0,37,2,1
273,100,1,12169,0,0,1,36,3,1
274,100,1,3060,1,1,1,28,2,0
275,-100,1,11998,1,1,1,34,1,0
276,0,1,2697,1,1,1,32,2,1
277,0,0,2404,1,1,0,26,2,1
278,-100,1,1262,0,1,1,49,1,1
279,0,1,4611,1,1,0,32,2,0
280,0,1,1901,2,1,1,29,3,1
281,0,0,3368,4,1,1,23,2,1
282,0,1,1574,1,1,1,50,2,1
283,200,1,1445,0,1,1,49,1,1
284,0,0,1520,0,1,1,63,2,1
285,100,0,3878,2,1,1,37,2,1
286,-100,1,10722,1,1,0,35,1,1
287,-100,1,4788,1,1,1,26,2,1
288,100,0,7582,2,0,1,31,3,1
289,100,1,1092,1,1,0,49,2,1
290,-100,0,1024,1,1,1,48,2,0
291,0,1,1076,1,1,1,26,2,1
292,100,1,9398,1,1,1,28,3,0
293,-100,0,6419,1,1,0,44,3,1
294,200,0,4796,1,1,1,56,2,1
295,0,0,7629,0,1,1,46,3,1
296,100,1,9960,1,1,0,26,2,0
297,0,1,4675,0,1,0,20,2,1
298,0,1,1287,0,1,1,45,1,1
299,0,1,2515,1,1,1,43,2,1
300,100,0,2745,4,1,1,32,2,1
301,0,1,672,1,0,0,54,0,1
302,100,1,3804,1,1,0,42,2,0
303,200,0,1344,0,1,1,37,1,0
304,-100,0,1038,1,1,1,49,2,1
305,0,0,10127,3,1,1,44,2,0
306,0,1,1543,4,1,1,33,2,1
307,0,1,4811,0,1,0,24,1,1
308,-100,1,727,2,1,1,33,1,0
309,100,1,1237,1,1,0,24,2,0
310,100,1,276,1,1,1,22,1,1
311,100,1,5381,0,0,1,40,0,1
312,0,1,5511,2,1,1,25,2,1
313,200,1,3749,1,1,0,26,2,1
314,100,1,685,1,1,1,25,1,0
315,200,1,1494,0,1,1,29,1,1
316,-100,1,2746,1,1,1,31,2,0
317,-100,1,708,1,1,1,38,1,1
318,100,1,4351,0,1,0,48,1,1
319,0,0,701,1,1,1,32,2,1
320,-100,0,3643,1,1,0,27,1,1
321,100,0,4249,1,0,1,28,3,0
322,-100,1,1938,1,1,1,32,2,0
323,-100,1,2910,1,1,1,34,3,1
324,-100,1,2659,4,1,1,28,2,1
325,0,0,1028,1,1,0,36,2,1
326,-100,0,3398,1,1,1,39,1,1
327,0,0,5801,0,1,1,49,2,1
328,0,1,1525,4,1,0,34,2,1
329,200,1,4473,1,1,1,31,2,1
330,100,1,1068,1,1,1,28,2,1
331,-100,0,6615,1,0,1,75,3,1
332,0,0,1864,2,1,0,30,2,0
333,100,1,7408,2,1,0,24,3,0
334,0,0,11590,2,1,0,24,1,0
335,-100,1,4110,1,1,1,23,2,0
336,-100,0,3384,1,1,1,44,3,0
337,100,1,2101,1,1,0,23,1,1
338,-100,1,1275,0,1,0,24,2,0
339,-100,1,4169,1,1,1,28,2,1
340,100,1,1521,1,1,1,31,1,1
341,100,0,5743,1,1,0,24,2,1
342,-100,1,3599,1,1,0,26,1,1
343,100,1,3213,3,1,1,25,2,1
344,100,1,4439,1,1,1,33,3,1
345,200,1,3949,1,1,1,37,1,1
346,0,0,1459,1,1,0,43,1,1
347,100,0,882,1,1,1,23,2,1
348,100,1,3758,3,0,0,23,0,1
349,0,0,1743,2,1,1,34,1,1
350,100,0,1136,4,1,1,32,2,0
351,0,1,1236,1,1,0,23,2,1
352,100,1,959,1,1,0,29,2,0
353,0,0,3229,0,0,1,38,3,1
354,-100,1,6199,1,1,1,28,2,0
355,0,1,727,3,1,1,46,2,1
356,100,1,1246,1,1,1,23,1,0
357,0,0,2331,0,1,1,49,2,1
358,0,0,4463,1,1,1,26,3,0
359,0,1,776,1,1,1,28,2,1
360,-100,1,2406,1,1,0,23,2,0
361,100,1,1239,0,1,1,61,2,1
362,200,1,3399,0,1,1,37,3,1
363,200,0,2247,1,1,0,36,2,1
364,0,1,1766,1,1,1,21,2,1
365,-100,1,2473,1,0,1,25,0,0
366,0,1,1542,1,1,1,36,2,1
367,0,0,3850,1,1,1,27,2,1
368,-100,1,3650,1,1,0,22,2,1
369,-100,1,3446,1,1,1,42,2,0
370,100,1,3001,1,1,0,40,2,1
371,0,1,3079,0,1,1,36,2,1
372,0,0,6070,1,1,1,33,2,1
373,0,0,2146,1,1,0,23,2,1
374,0,0,13756,0,1,1,63,3,1
375,100,1,14782,2,1,0,60,3,0
376,-100,1,7685,1,1,0,37,2,0
377,0,0,2320,1,0,1,34,2,1
378,0,0,846,0,1,1,36,2,1
379,100,1,14318,1,1,1,57,3,0
380,0,0,362,2,1,0,52,1,1
381,-100,1,2212,0,1,1,39,2,1
382,100,1,12976,1,0,0,38,3,0
383,0,1,1283,0,1,0,25,2,1
384,200,1,1330,1,1,1,26,2,1
385,0,0,4272,2,1,1,26,1,1
386,0,0,2238,1,1,0,25,2,1
387,0,1,1126,0,1,0,21,2,1
388,100,0,7374,1,0,1,40,3,1
389,100,0,2326,3,1,1,27,2,1
390,0,1,1449,1,1,0,27,2,1
391,0,1,1820,1,1,1,30,3,1
392,100,1,983,4,1,0,19,1,1
393,-100,1,3249,1,1,1,39,3,1
394,-100,0,1957,1,1,0,31,2,1
395,0,0,2406,1,0,1,31,3,1
396,100,0,11760,2,1,1,32,2,1
397,-100,1,2578,1,0,0,55,3,1
398,-100,0,2348,1,1,1,46,2,1
399,100,1,1223,1,1,1,46,2,0
400,0,0,1516,4,1,0,43,1,1
401,0,1,1473,1,1,1,39,2,1
402,100,0,1887,0,1,1,28,2,1
403,0,0,8648,1,1,1,27,2,0
404,0,0,802,1,1,1,27,1,1
405,100,0,2899,0,1,1,43,2,1
406,100,1,2039,1,1,1,22,2,0
407,0,0,2197,0,1,1,43,2,1
408,-100,1,1053,1,1,1,27,2,1
409,0,1,3235,3,1,1,26,3,1
410,200,0,939,3,1,1,28,2,0
411,100,1,1967,1,1,0,20,2,1
412,0,0,7253,1,1,1,35,3,1
413,0,0,2292,1,0,1,42,3,0
414,0,1,1597,3,1,1,40,1,1
415,-100,1,1381,0,1,0,35,2,0
416,0,0,5842,1,1,1,35,2,1
417,-100,1,2579,1,1,1,33,1,0
418,-100,0,8471,0,1,0,23,2,1
419,0,1,2782,3,1,0,31,3,1
420,100,1,1042,0,1,0,33,2,0
421,0,1,3186,4,1,0,20,2,1
422,100,1,2028,0,1,1,30,2,1
423,100,0,958,1,1,1,47,1,1
424,0,0,1591,2,1,1,34,3,1
425,100,1,2762,0,1,0,25,2,0
426,100,1,2779,1,1,1,21,2,1
427,0,0,2743,1,1,1,29,2,1
428,0,0,1149,4,1,1,46,2,1
429,0,1,1313,1,1,1,20,2,1
430,-100,0,1190,1,0,0,55,0,0
431,0,1,3448,1,1,1,74,1,1
432,100,1,1328,1,1,1,29,3,0
433,-100,0,1872,1,0,1,36,3,1
434,0,0,2058,1,1,1,33,2,1
435,-100,1,2136,1,1,1,25,2,1
436,100,1,1484,0,1,1,25,2,0
437,0,1,660,3,1,1,23,1,1
438,0,0,1287,4,1,0,37,2,1
439,-100,0,3394,1,0,1,65,0,1
440,200,1,609,1,1,0,26,0,0
441,0,1,1884,1,1,1,39,3,1
442,-100,1,1620,1,1,0,30,2,1
443,100,0,2629,1,1,1,29,2,1
444,0,1,7190,1,1,1,41,1,0
445,100,0,5096,1,1,0,30,3,0
446,0,0,1244,0,1,0,41,1,1
447,-100,1,1842,1,1,0,34,2,0
448,100,1,2576,1,1,1,35,2,1
449,200,1,1424,0,1,0,55,3,1
450,100,0,1512,4,1,1,61,2,0
451,0,0,11054,0,1,1,30,3,1
452,0,1,5180,1,1,0,29,2,1
453,0,1,2759,1,1,1,34,2,1
454,0,1,2670,1,1,1,35,3,1
455,-100,1,4817,1,1,1,31,2,0
456,0,1,2679,1,1,0,29,3,1
457,-100,0,3905,1,1,1,36,2,1
458,-100,1,3386,1,1,1,35,2,0
459,-100,1,343,1,1,0,27,2,1
460,0,1,4594,1,1,1,32,2,1
461,-100,1,3620,1,1,1,37,2,1
462,-100,1,1721,1,1,1,36,2,1
463,100,1,3017,1,1,0,34,3,1
464,100,1,754,0,1,1,38,2,1
465,0,1,1950,1,1,1,34,2,1
466,-100,1,2924,1,1,1,63,2,1
467,-100,0,1659,1,1,0,29,1,0
468,0,0,7238,0,1,1,32,2,1
469,0,0,2764,1,1,0,26,2,1
470,0,0,4679,1,1,1,35,1,1
471,100,1,3092,2,1,1,22,2,0
472,-100,1,448,1,1,0,23,2,0
473,-100,1,654,1,1,1,28,1,0
474,0,1,1238,0,0,1,36,3,1
475,100,0,1245,1,1,1,33,2,0
476,-100,1,3114,1,1,0,26,2,0
477,0,1,2569,3,1,1,24,2,1
478,200,1,5152,1,1,1,25,2,1
479,100,1,1037,2,1,1,39,1,1
480,-100,0,1478,1,1,1,44,2,1
481,100,0,3573,1,1,0,23,1,1
482,100,1,1201,1,1,1,26,2,1
483,-100,1,3622,4,1,0,57,2,1
484,0,0,960,4,1,0,30,2,1
485,0,0,1163,3,1,1,44,2,1
486,100,0,1209,1,0,1,47,3,0
487,0,1,3077,1,1,1,52,2,1
488,0,1,3757,1,1,0,62,2,1
489,0,1,1418,2,1,1,35,1,1
490,0,1,3518,1,1,1,26,2,1
491,0,0,1934,1,1,1,26,2,1
492,100,1,8318,1,1,0,42,3,0
493,0,0,1237,2,1,0,27,2,1
494,100,1,368,0,1,1,38,2,1
495,-100,0,2122,1,1,1,39,1,1
496,-100,1,2996,0,1,1,20,2,0
497,100,1,9034,2,1,1,29,3,0
498,0,0,1585,1,1,1,40,2,1
499,100,1,1301,1,1,1,32,1,1
500,200,0,1323,2,1,1,28,2,1
501,-100,1,3123,1,1,0,27,2,0
502,-100,1,5493,1,1,1,42,2,1
503,200,1,1126,2,1,1,49,2,1
504,100,0,1216,2,1,1,38,2,0
505,-100,1,1207,1,1,0,24,2,0
506,0,1,1309,0,1,1,27,1,0
507,200,0,2360,3,1,1,36,2,1
508,100,1,6850,2,0,1,34,3,0
509,0,1,1413,1,1,1,28,2,1
510,0,1,8588,2,1,1,45,3,1
511,-100,1,759,1,1,1,26,2,0
512,0,1,4686,1,1,1,32,3,1
513,200,1,2687,1,1,1,26,2,1
514,100,0,5850,1,1,1,20,2,1
515,0,1,2255,0,1,1,54,2,1
516,-100,0,609,1,1,0,37,2,1
517,-100,0,1361,1,1,1,40,1,1
518,0,0,7127,1,1,0,23,2,0
519,-100,1,1203,2,1,1,43,2,1
520,0,0,700,0,1,1,36,2,1
521,0,0,5507,1,1,1,44,2,1
522,-100,1,3190,1,1,0,24,2,0
523,-100,1,7119,1,1,1,53,2,0
524,0,1,3488,2,1,0,23,2,1
525,100,1,1113,1,1,0,26,1,1
526,100,1,7966,1,1,1,30,2,1
527,0,0,1532,2,1,0,31,2,1
528,0,0,1503,1,1,1,42,1,1
529,-100,1,2302,1,1,1,31,2,0
530,-100,1,662,1,1,1,41,1,1
531,100,1,2273,1,1,1,32,2,1
532,100,1,2631,2,1,0,28,2,0
533,0,0,1503,1,1,1,41,2,1
534,0,1,1311,2,1,1,26,2,1
535,0,1,3105,0,1,1,25,2,1
536,200,0,2319,1,1,1,33,2,0
537,-100,1,1374,0,0,0,75,3,1
538,100,0,3612,1,1,0,37,2,1
539,-100,1,7763,1,1,1,42,3,0
540,200,1,3049,1,1,0,45,1,1
541,100,1,1534,1,1,1,23,2,0
542,0,0,2032,1,1,1,60,2,1
543,-100,1,6350,0,1,1,31,2,0
544,200,1,2864,1,1,1,34,1,0
545,0,0,1255,1,1,1,61,1,1
546,-100,0,1333,1,0,1,43,2,0
547,0,0,2022,1,1,0,37,2,1
548,0,1,1552,1,1,1,32,2,1
549,-100,1,626,1,1,0,24,1,0
550,0,0,8858,0,1,1,35,2,1
551,0,0,996,0,1,0,23,2,1
552,0,1,1750,3,1,1,45,1,1
553,-100,1,6999,1,1,1,34,2,0
554,100,0,1995,2,1,1,27,2,1
555,100,1,1199,1,1,0,67,3,1
556,100,1,1331,1,1,1,22,2,0
557,100,1,2278,2,1,0,28,2,0
558,0,1,5003,0,1,0,29,2,0
559,-100,1,3552,1,1,1,27,2,0
560,100,0,1928,1,1,1,31,1,0
561,-100,1,2964,0,1,1,49,2,1
562,-100,1,1546,1,1,1,24,1,0
563,200,0,683,1,1,0,29,2,1
564,100,1,12389,0,1,1,37,2,0
565,100,0,4712,0,1,1,37,3,1
566,100,0,1553,2,1,0,23,2,1
567,-100,1,1372,1,1,1,36,2,0
568,0,0,2578,4,1,1,34,2,1
569,100,1,3979,0,1,1,41,2,1
570,-100,1,6758,1,1,0,31,2,0
571,-100,1,3234,1,1,0,23,1,0
572,0,0,5954,1,1,1,38,2,1
573,0,1,5433,0,0,0,26,3,1
574,-100,1,806,1,1,0,22,1,1
575,100,1,1082,1,1,1,27,1,1
576,0,0,2788,1,1,0,24,2,1
577,100,1,2930,1,1,0,27,2,1
578,0,0,1927,0,1,0,33,2,1
579,100,0,2820,1,1,1,27,2,0
580,0,1,937,1,1,1,27,1,1
581,100,0,1056,1,1,1,30,2,0
582,100,0,3124,1,1,1,49,1,1
583,0,1,1388,1,1,0,26,2,1
584,100,1,2384,1,1,1,33,1,0
585,0,1,2133,0,1,0,52,3,1
586,-100,1,2039,1,1,0,20,2,0
587,-100,0,2799,1,1,1,36,2,1
588,-100,1,1289,1,1,1,21,1,1
589,-100,1,1217,1,1,1,47,1,0
590,-100,0,2246,1,1,1,60,2,0
591,-100,0,385,1,1,0,58,1,1
592,100,0,1965,0,1,0,42,2,1
593,0,1,1572,4,1,0,36,1,1
594,100,1,2718,1,1,0,20,1,0
595,-100,1,1358,0,1,1,40,3,0
596,100,1,931,2,1,0,32,1,0
597,-100,1,1442,1,1,0,23,2,0
598,100,1,4241,1,1,1,36,1,0
599,0,0,2775,1,1,1,31,2,0
600,0,0,3863,1,1,1,32,2,1
601,100,1,2329,1,1,0,45,2,1
602,100,1,918,1,1,0,30,2,0
603,100,1,1837,1,1,0,34,1,0
604,0,1,3349,1,1,0,28,3,0
605,200,1,1275,1,1,0,23,2,1
606,-100,1,2828,3,1,1,22,2,1
607,0,0,4526,1,1,1,74,3,1
608,100,1,2671,2,1,0,50,2,0
609,0,1,2051,1,1,1,33,2,1
610,0,1,1300,0,1,1,45,2,1
611,-100,1,741,2,0,0,22,2,0
612,200,1,1240,2,1,0,48,1,0
613,-100,1,3357,4,1,0,29,2,1
614,-100,1,3632,1,1,0,22,2,1
615,0,0,1808,1,1,0,22,2,0
616,100,1,12204,0,1,1,48,3,1
617,100,0,9157,0,1,1,27,3,1
618,-100,0,3676,1,1,1,37,2,1
619,100,1,3441,2,1,0,21,2,0
620,0,1,640,1,1,1,49,1,1
621,100,0,3652,1,1,1,27,2,1
622,0,0,1530,1,1,1,32,2,0
623,0,1,3914,0,1,1,38,2,0
624,-100,1,1858,1,1,0,22,2,1
625,-100,1,2600,1,1,1,65,2,0
626,0,1,1979,0,1,1,35,2,1
627,200,1,2116,1,1,1,41,2,1
628,100,1,1437,2,1,1,29,2,0
629,0,0,4042,3,1,1,36,2,1
630,0,1,3832,0,1,1,64,1,1
631,-100,1,3660,1,1,0,28,2,1
632,-100,1,1553,1,1,1,44,2,0
633,100,1,1444,0,1,1,23,2,1
634,0,1,1980,1,1,0,19,2,0
635,100,1,1355,1,1,0,25,1,0
636,0,1,1393,1,1,1,47,2,1
637,0,1,1376,3,1,0,28,2,1
638,0,0,15653,1,1,1,21,2,1
639,0,1,1493,1,1,0,34,2,1
640,-100,0,4370,1,1,1,26,2,0
641,-100,1,750,1,0,0,27,0,0
642,100,1,1308,1,1,1,38,1,1
643,0,1,4623,2,1,1,40,3,0
644,0,0,1851,1,1,1,33,2,1
645,-100,0,1880,1,1,1,32,3,1
646,0,0,7980,0,1,1,27,2,0
647,-100,1,4583,1,1,1,32,2,1
648,0,1,1386,3,1,0,26,2,0
