@relation 'Copy of credit-g-attr10cleaned2numeric3'

@attribute Case numeric
@attribute Checking_status numeric
@attribute Credit_history numeric
@attribute Credit_amount numeric
@attribute Saving_status numeric
@attribute Employment numeric
@attribute Personal_status numeric
@attribute Age numeric
@attribute Class numeric

@data
125,1,1,1924,-1,1,-1,27,-100
126,-1,-1,2121,1,1,1,30,100
127,-1,1,701,1,1,1,40,100
128,1,1,639,1,1,1,30,-100
129,1,-1,1860,1,-1,1,34,100
130,-1,-1,3499,1,1,-1,29,-100
131,1,1,8487,-1,1,-1,24,100
132,-1,-1,6887,1,1,1,29,-100
133,-1,1,2708,1,1,1,27,100
134,-1,1,1984,1,1,1,47,100
135,-1,1,10144,1,1,-1,21,100
136,-1,-1,1240,-1,1,-1,38,100
137,-1,-1,8613,1,1,1,27,100
138,1,1,766,1,1,1,66,-100
139,1,-1,2728,-1,1,1,35,100
140,1,1,1881,1,1,-1,44,100
141,1,1,709,1,1,1,27,100
142,1,1,4795,1,1,-1,30,100
143,-1,1,3416,1,1,1,27,100
144,-1,1,2462,1,1,1,22,-100
145,-1,-1,2288,1,1,-1,23,100
146,1,1,3566,1,1,1,30,100
147,-1,-1,860,1,1,-1,39,100
148,-1,-1,682,1,1,-1,51,100
149,-1,-1,5371,1,1,1,28,100
150,-1,-1,1582,1,1,1,46,100
151,-1,1,1346,1,1,1,42,100
152,-1,1,1924,1,1,1,38,100
153,1,1,5848,1,1,1,24,100
154,1,-1,7758,1,1,-1,29,100
155,1,-1,6967,1,1,1,36,100
156,-1,1,1282,1,1,-1,20,-100
157,-1,-1,1288,1,1,1,48,100
158,-1,1,339,1,1,1,45,100
159,1,1,3512,1,1,1,38,100
160,-1,-1,1898,-1,1,1,34,100
161,-1,-1,2872,1,1,1,36,100
162,-1,-1,1055,1,1,-1,30,100
163,-1,1,1262,1,1,1,36,100
164,1,1,7308,1,-1,1,70,100
165,-1,1,909,1,1,1,36,100
166,-1,1,2978,1,1,1,32,100
167,-1,1,1131,1,-1,-1,33,-100
168,1,1,1577,1,1,-1,20,100
169,-1,1,3972,1,1,-1,25,100
170,1,-1,1935,1,1,1,31,-100
171,-1,1,950,1,1,1,33,-100
172,-1,1,763,1,1,-1,26,100
173,1,-1,2064,1,-1,-1,34,-100
174,1,1,1414,1,1,1,33,100
175,-1,-1,3414,1,1,1,26,-100
176,-1,1,7485,-1,-1,-1,53,-100
177,-1,1,2577,1,1,1,42,100
178,-1,-1,338,1,1,1,52,100
179,-1,1,1963,1,1,1,31,100
180,-1,-1,571,1,1,1,65,100
181,-1,-1,9572,1,1,1,28,-100
182,1,-1,4455,1,1,1,30,-100
183,-1,1,1647,-1,1,1,40,-100
184,-1,-1,3777,1,1,1,50,100
185,1,-1,884,1,1,1,36,-100
186,-1,-1,1360,1,1,1,31,100
187,1,1,5129,1,1,-1,74,-100
188,1,-1,1175,1,-1,1,68,100
189,-1,1,674,1,1,1,20,-100
190,1,1,3244,1,1,-1,33,100
191,-1,1,4591,1,1,1,54,-100
192,1,1,3844,1,1,1,34,-100
193,1,1,3915,1,1,1,36,-100
194,-1,1,2108,1,1,1,29,100
195,1,1,3031,1,1,1,21,-100
196,1,-1,1501,1,1,-1,34,-100
197,-1,-1,1382,1,1,-1,28,100
198,1,1,951,1,1,-1,27,-100
199,1,1,2760,-1,1,1,36,100
200,1,-1,4297,1,1,1,40,-100
201,-1,-1,936,1,1,1,52,100
202,-1,1,1168,1,1,1,27,100
203,-1,-1,5117,1,1,1,26,100
204,-1,1,902,1,1,1,21,-100
205,-1,-1,1495,1,1,1,38,100
206,-1,-1,10623,1,1,1,38,100
207,-1,-1,1935,1,1,1,43,100
208,1,-1,1424,1,1,1,26,100
209,-1,1,6568,1,1,1,21,100
210,-1,1,1413,1,1,1,55,100
211,-1,-1,3074,-1,1,1,33,100
212,-1,1,3835,-1,1,-1,45,100
213,-1,1,5293,1,-1,1,50,-100
214,1,-1,1908,1,1,1,66,-100
215,-1,-1,3342,-1,1,1,51,100
216,1,-1,932,-1,1,-1,39,100
217,-1,1,3104,1,1,1,31,100
218,1,1,3913,1,1,1,23,100
219,-1,1,3021,1,1,1,24,100
220,-1,1,1364,1,1,-1,64,100
221,1,1,625,1,1,1,26,100
222,-1,1,1200,-1,1,-1,23,100
223,-1,1,707,1,1,1,30,100
224,-1,-1,2978,-1,1,1,32,100
225,-1,1,4657,1,1,1,30,100
226,-1,1,2613,1,1,1,27,100
227,1,1,10961,1,1,1,27,-100
228,-1,1,7865,1,1,1,53,-100
229,-1,1,1478,1,1,1,22,-100
230,-1,1,3149,1,1,1,22,100
231,1,1,4210,1,1,1,26,-100
232,-1,1,2507,1,1,1,51,100
233,-1,1,2141,1,1,1,35,100
234,1,1,866,1,1,1,25,100
235,-1,-1,1544,1,1,1,42,100
236,-1,1,1823,1,-1,1,30,-100
237,1,1,14555,-1,-1,1,23,-100
238,1,1,2767,1,1,1,61,-100
239,-1,-1,1291,1,1,-1,35,100
240,-1,1,2522,1,1,1,39,100
241,-1,1,915,-1,1,-1,29,-100
242,-1,1,1595,1,1,1,51,100
243,-1,1,4605,1,1,1,24,-100
244,-1,-1,1185,1,1,-1,27,100
245,-1,1,3447,1,1,-1,35,100
246,-1,1,1258,1,1,1,25,100
247,-1,-1,717,1,1,1,52,100
248,-1,1,1204,1,1,1,35,100
249,1,1,1925,1,1,1,26,100
250,-1,1,433,1,-1,-1,22,-100
251,-1,-1,666,1,1,-1,39,100
252,1,1,2251,1,1,-1,46,100
253,1,1,2150,1,1,-1,24,-100
254,-1,-1,4151,1,1,1,35,100
255,1,1,2030,-1,1,1,24,100
256,1,-1,7418,-1,1,1,27,100
257,-1,-1,2684,1,1,1,35,100
258,-1,1,2149,1,1,1,29,-100
259,-1,1,3812,1,1,-1,23,100
260,-1,-1,1154,1,-1,-1,57,100
261,-1,1,1657,1,1,1,27,100
262,-1,1,1603,1,1,-1,55,100
263,-1,-1,5302,1,1,1,36,100
264,-1,-1,2748,1,1,-1,57,100
265,-1,-1,1231,1,1,1,32,100
266,1,1,802,1,1,1,37,-100
267,-1,-1,6304,-1,1,1,36,100
268,-1,1,1533,1,1,-1,38,100
269,-1,1,8978,1,1,1,45,-100
270,-1,1,999,-1,1,1,25,100
271,-1,1,2662,-1,1,1,32,100
272,-1,-1,1402,1,1,-1,37,100
273,1,1,12169,-1,-1,1,36,100
274,1,1,3060,1,1,1,28,-100
275,-1,1,11998,1,1,1,34,-100
276,-1,1,2697,1,1,1,32,100
277,-1,-1,2404,1,1,-1,26,100
278,-1,1,1262,-1,1,1,49,100
279,-1,1,4611,1,1,-1,32,-100
280,-1,1,1901,1,1,1,29,100
281,-1,-1,3368,1,1,1,23,100
282,-1,1,1574,1,1,1,50,100
283,1,1,1445,-1,1,1,49,100
284,-1,-1,1520,-1,1,1,63,100
285,1,-1,3878,1,1,1,37,100
286,-1,1,10722,1,1,-1,35,100
287,-1,1,4788,1,1,1,26,100
288,1,-1,7582,1,-1,1,31,100
289,1,1,1092,1,1,-1,49,100
290,-1,-1,1024,1,1,1,48,-100
291,-1,1,1076,1,1,1,26,100
292,1,1,9398,1,1,1,28,-100
293,-1,-1,6419,1,1,-1,44,100
294,1,-1,4796,1,1,1,56,100
295,-1,-1,7629,-1,1,1,46,100
296,1,1,9960,1,1,-1,26,-100
297,-1,1,4675,-1,1,-1,20,100
298,-1,1,1287,-1,1,1,45,100
299,-1,1,2515,1,1,1,43,100
300,1,-1,2745,1,1,1,32,100
301,-1,1,672,1,-1,-1,54,100
302,1,1,3804,1,1,-1,42,-100
303,1,-1,1344,-1,1,1,37,-100
304,-1,-1,1038,1,1,1,49,100
305,-1,-1,10127,1,1,1,44,-100
306,-1,1,1543,1,1,1,33,100
307,-1,1,4811,-1,1,-1,24,100
308,-1,1,727,1,1,1,33,-100
309,1,1,1237,1,1,-1,24,-100
310,1,1,276,1,1,1,22,100
311,1,1,5381,-1,-1,1,40,100
312,-1,1,5511,1,1,1,25,100
313,1,1,3749,1,1,-1,26,100
314,1,1,685,1,1,1,25,-100
315,1,1,1494,-1,1,1,29,100
316,-1,1,2746,1,1,1,31,-100
317,-1,1,708,1,1,1,38,100
318,1,1,4351,-1,1,-1,48,100
319,-1,-1,701,1,1,1,32,100
320,-1,-1,3643,1,1,-1,27,100
321,1,-1,4249,1,-1,1,28,-100
322,-1,1,1938,1,1,1,32,-100
323,-1,1,2910,1,1,1,34,100
324,-1,1,2659,1,1,1,28,100
325,-1,-1,1028,1,1,-1,36,100
326,-1,-1,3398,1,1,1,39,100
327,-1,-1,5801,-1,1,1,49,100
328,-1,1,1525,1,1,-1,34,100
329,1,1,4473,1,1,1,31,100
330,1,1,1068,1,1,1,28,100
331,-1,-1,6615,1,-1,1,75,100
332,-1,-1,1864,1,1,-1,30,-100
333,1,1,7408,1,1,-1,24,-100
334,-1,-1,11590,1,1,-1,24,-100
335,-1,1,4110,1,1,1,23,-100
336,-1,-1,3384,1,1,1,44,-100
337,1,1,2101,1,1,-1,23,100
338,-1,1,1275,-1,1,-1,24,-100
339,-1,1,4169,1,1,1,28,100
340,1,1,1521,1,1,1,31,100
341,1,-1,5743,1,1,-1,24,100
342,-1,1,3599,1,1,-1,26,100
343,1,1,3213,1,1,1,25,100
344,1,1,4439,1,1,1,33,100
345,1,1,3949,1,1,1,37,100
346,-1,-1,1459,1,1,-1,43,100
347,1,-1,882,1,1,1,23,100
348,1,1,3758,1,-1,-1,23,100
349,-1,-1,1743,1,1,1,34,100
350,1,-1,1136,1,1,1,32,-100
351,-1,1,1236,1,1,-1,23,100
352,1,1,959,1,1,-1,29,-100
353,-1,-1,3229,-1,-1,1,38,100
354,-1,1,6199,1,1,1,28,-100
355,-1,1,727,1,1,1,46,100
356,1,1,1246,1,1,1,23,-100
357,-1,-1,2331,-1,1,1,49,100
358,-1,-1,4463,1,1,1,26,-100
359,-1,1,776,1,1,1,28,100
360,-1,1,2406,1,1,-1,23,-100
361,1,1,1239,-1,1,1,61,100
362,1,1,3399,-1,1,1,37,100
363,1,-1,2247,1,1,-1,36,100
364,-1,1,1766,1,1,1,21,100
365,-1,1,2473,1,-1,1,25,-100
366,-1,1,1542,1,1,1,36,100
367,-1,-1,3850,1,1,1,27,100
368,-1,1,3650,1,1,-1,22,100
369,-1,1,3446,1,1,1,42,-100
370,1,1,3001,1,1,-1,40,100
371,-1,1,3079,-1,1,1,36,100
372,-1,-1,6070,1,1,1,33,100
373,-1,-1,2146,1,1,-1,23,100
374,-1,-1,13756,-1,1,1,63,100
375,1,1,14782,1,1,-1,60,-100
376,-1,1,7685,1,1,-1,37,-100
377,-1,-1,2320,1,-1,1,34,100
378,-1,-1,846,-1,1,1,36,100
379,1,1,14318,1,1,1,57,-100
380,-1,-1,362,1,1,-1,52,100
381,-1,1,2212,-1,1,1,39,100
382,1,1,12976,1,-1,-1,38,-100
383,-1,1,1283,-1,1,-1,25,100
384,1,1,1330,1,1,1,26,100
385,-1,-1,4272,1,1,1,26,100
386,-1,-1,2238,1,1,-1,25,100
387,-1,1,1126,-1,1,-1,21,100
388,1,-1,7374,1,-1,1,40,100
389,1,-1,2326,1,1,1,27,100
390,-1,1,1449,1,1,-1,27,100
391,-1,1,1820,1,1,1,30,100
392,1,1,983,1,1,-1,19,100
393,-1,1,3249,1,1,1,39,100
394,-1,-1,1957,1,1,-1,31,100
395,-1,-1,2406,1,-1,1,31,100
396,1,-1,11760,1,1,1,32,100
397,-1,1,2578,1,-1,-1,55,100
398,-1,-1,2348,1,1,1,46,100
399,1,1,1223,1,1,1,46,-100
400,-1,-1,1516,1,1,-1,43,100
401,-1,1,1473,1,1,1,39,100
402,1,-1,1887,-1,1,1,28,100
403,-1,-1,8648,1,1,1,27,-100
404,-1,-1,802,1,1,1,27,100
405,1,-1,2899,-1,1,1,43,100
406,1,1,2039,1,1,1,22,-100
407,-1,-1,2197,-1,1,1,43,100
408,-1,1,1053,1,1,1,27,100
409,-1,1,3235,1,1,1,26,100
410,1,-1,939,1,1,1,28,-100
411,1,1,1967,1,1,-1,20,100
412,-1,-1,7253,1,1,1,35,100
413,-1,-1,2292,1,-1,1,42,-100
414,-1,1,1597,1,1,1,40,100
415,-1,1,1381,-1,1,-1,35,-100
416,-1,-1,5842,1,1,1,35,100
417,-1,1,2579,1,1,1,33,-100
418,-1,-1,8471,-1,1,-1,23,100
419,-1,1,2782,1,1,-1,31,100
420,1,1,1042,-1,1,-1,33,-100
421,-1,1,3186,1,1,-1,20,100
422,1,1,2028,-1,1,1,30,100
423,1,-1,958,1,1,1,47,100
424,-1,-1,1591,1,1,1,34,100
425,1,1,2762,-1,1,-1,25,-100
426,1,1,2779,1,1,1,21,100
427,-1,-1,2743,1,1,1,29,100
428,-1,-1,1149,1,1,1,46,100
429,-1,1,1313,1,1,1,20,100
430,-1,-1,1190,1,-1,-1,55,-100
431,-1,1,3448,1,1,1,74,100
432,1,1,1328,1,1,1,29,-100
433,-1,-1,1872,1,-1,1,36,100
434,-1,-1,2058,1,1,1,33,100
435,-1,1,2136,1,1,1,25,100
436,1,1,1484,-1,1,1,25,-100
437,-1,1,660,1,1,1,23,100
438,-1,-1,1287,1,1,-1,37,100
439,-1,-1,3394,1,-1,1,65,100
440,1,1,609,1,1,-1,26,-100
441,-1,1,1884,1,1,1,39,100
442,-1,1,1620,1,1,-1,30,100
443,1,-1,2629,1,1,1,29,100
444,-1,1,7190,1,1,1,41,-100
445,1,-1,5096,1,1,-1,30,-100
446,-1,-1,1244,-1,1,-1,41,100
447,-1,1,1842,1,1,-1,34,-100
448,1,1,2576,1,1,1,35,100
449,1,1,1424,-1,1,-1,55,100
450,1,-1,1512,1,1,1,61,-100
451,-1,-1,11054,-1,1,1,30,100
452,-1,1,5180,1,1,-1,29,100
453,-1,1,2759,1,1,1,34,100
454,-1,1,2670,1,1,1,35,100
455,-1,1,4817,1,1,1,31,-100
456,-1,1,2679,1,1,-1,29,100
457,-1,-1,3905,1,1,1,36,100
458,-1,1,3386,1,1,1,35,-100
459,-1,1,343,1,1,-1,27,100
460,-1,1,4594,1,1,1,32,100
461,-1,1,3620,1,1,1,37,100
462,-1,1,1721,1,1,1,36,100
463,1,1,3017,1,1,-1,34,100
464,1,1,754,-1,1,1,38,100
465,-1,1,1950,1,1,1,34,100
466,-1,1,2924,1,1,1,63,100
467,-1,-1,1659,1,1,-1,29,-100
468,-1,-1,7238,-1,1,1,32,100
469,-1,-1,2764,1,1,-1,26,100
470,-1,-1,4679,1,1,1,35,100
471,1,1,3092,1,1,1,22,-100
472,-1,1,448,1,1,-1,23,-100
473,-1,1,654,1,1,1,28,-100
474,-1,1,1238,-1,-1,1,36,100
475,1,-1,1245,1,1,1,33,-100
476,-1,1,3114,1,1,-1,26,-100
477,-1,1,2569,1,1,1,24,100
478,1,1,5152,1,1,1,25,100
479,1,1,1037,1,1,1,39,100
480,-1,-1,1478,1,1,1,44,100
481,1,-1,3573,1,1,-1,23,100
482,1,1,1201,1,1,1,26,100
483,-1,1,3622,1,1,-1,57,100
484,-1,-1,960,1,1,-1,30,100
485,-1,-1,1163,1,1,1,44,100
486,1,-1,1209,1,-1,1,47,-100
487,-1,1,3077,1,1,1,52,100
488,-1,1,3757,1,1,-1,62,100
489,-1,1,1418,1,1,1,35,100
490,-1,1,3518,1,1,1,26,100
491,-1,-1,1934,1,1,1,26,100
492,1,1,8318,1,1,-1,42,-100
493,-1,-1,1237,1,1,-1,27,100
494,1,1,368,-1,1,1,38,100
495,-1,-1,2122,1,1,1,39,100
496,-1,1,2996,-1,1,1,20,-100
497,1,1,9034,1,1,1,29,-100
498,-1,-1,1585,1,1,1,40,100
499,1,1,1301,1,1,1,32,100
500,1,-1,1323,1,1,1,28,100
501,-1,1,3123,1,1,-1,27,-100
502,-1,1,5493,1,1,1,42,100
503,1,1,1126,1,1,1,49,100
504,1,-1,1216,1,1,1,38,-100
505,-1,1,1207,1,1,-1,24,-100
506,-1,1,1309,-1,1,1,27,-100
507,1,-1,2360,1,1,1,36,100
508,1,1,6850,1,-1,1,34,-100
509,-1,1,1413,1,1,1,28,100
510,-1,1,8588,1,1,1,45,100
511,-1,1,759,1,1,1,26,-100
512,-1,1,4686,1,1,1,32,100
513,1,1,2687,1,1,1,26,100
514,1,-1,5850,1,1,1,20,100
515,-1,1,2255,-1,1,1,54,100
516,-1,-1,609,1,1,-1,37,100
517,-1,-1,1361,1,1,1,40,100
518,-1,-1,7127,1,1,-1,23,-100
519,-1,1,1203,1,1,1,43,100
520,-1,-1,700,-1,1,1,36,100
521,-1,-1,5507,1,1,1,44,100
522,-1,1,3190,1,1,-1,24,-100
523,-1,1,7119,1,1,1,53,-100
524,-1,1,3488,1,1,-1,23,100
525,1,1,1113,1,1,-1,26,100
526,1,1,7966,1,1,1,30,100
527,-1,-1,1532,1,1,-1,31,100
528,-1,-1,1503,1,1,1,42,100
529,-1,1,2302,1,1,1,31,-100
530,-1,1,662,1,1,1,41,100
531,1,1,2273,1,1,1,32,100
532,1,1,2631,1,1,-1,28,-100
533,-1,-1,1503,1,1,1,41,100
534,-1,1,1311,1,1,1,26,100
535,-1,1,3105,-1,1,1,25,100
536,1,-1,2319,1,1,1,33,-100
537,-1,1,1374,-1,-1,-1,75,100
538,1,-1,3612,1,1,-1,37,100
539,-1,1,7763,1,1,1,42,-100
540,1,1,3049,1,1,-1,45,100
541,1,1,1534,1,1,1,23,-100
542,-1,-1,2032,1,1,1,60,100
543,-1,1,6350,-1,1,1,31,-100
544,1,1,2864,1,1,1,34,-100
545,-1,-1,1255,1,1,1,61,100
546,-1,-1,1333,1,-1,1,43,-100
547,-1,-1,2022,1,1,-1,37,100
548,-1,1,1552,1,1,1,32,100
549,-1,1,626,1,1,-1,24,-100
550,-1,-1,8858,-1,1,1,35,100
551,-1,-1,996,-1,1,-1,23,100
552,-1,1,1750,1,1,1,45,100
553,-1,1,6999,1,1,1,34,-100
554,1,-1,1995,1,1,1,27,100
555,1,1,1199,1,1,-1,67,100
556,1,1,1331,1,1,1,22,-100
557,1,1,2278,1,1,-1,28,-100
558,-1,1,5003,-1,1,-1,29,-100
559,-1,1,3552,1,1,1,27,-100
560,1,-1,1928,1,1,1,31,-100
561,-1,1,2964,-1,1,1,49,100
562,-1,1,1546,1,1,1,24,-100
563,1,-1,683,1,1,-1,29,100
564,1,1,12389,-1,1,1,37,-100
565,1,-1,4712,-1,1,1,37,100
566,1,-1,1553,1,1,-1,23,100
567,-1,1,1372,1,1,1,36,-100
568,-1,-1,2578,1,1,1,34,100
569,1,1,3979,-1,1,1,41,100
570,-1,1,6758,1,1,-1,31,-100
571,-1,1,3234,1,1,-1,23,-100
572,-1,-1,5954,1,1,1,38,100
573,-1,1,5433,-1,-1,-1,26,100
574,-1,1,806,1,1,-1,22,100
575,1,1,1082,1,1,1,27,100
576,-1,-1,2788,1,1,-1,24,100
577,1,1,2930,1,1,-1,27,100
578,-1,-1,1927,-1,1,-1,33,100
579,1,-1,2820,1,1,1,27,-100
580,-1,1,937,1,1,1,27,100
581,1,-1,1056,1,1,1,30,-100
582,1,-1,3124,1,1,1,49,100
583,-1,1,1388,1,1,-1,26,100
584,1,1,2384,1,1,1,33,-100
585,-1,1,2133,-1,1,-1,52,100
586,-1,1,2039,1,1,-1,20,-100
587,-1,-1,2799,1,1,1,36,100
588,-1,1,1289,1,1,1,21,100
589,-1,1,1217,1,1,1,47,-100
590,-1,-1,2246,1,1,1,60,-100
591,-1,-1,385,1,1,-1,58,100
592,1,-1,1965,-1,1,-1,42,100
593,-1,1,1572,1,1,-1,36,100
594,1,1,2718,1,1,-1,20,-100
595,-1,1,1358,-1,1,1,40,-100
596,1,1,931,1,1,-1,32,-100
597,-1,1,1442,1,1,-1,23,-100
598,1,1,4241,1,1,1,36,-100
599,-1,-1,2775,1,1,1,31,-100
600,-1,-1,3863,1,1,1,32,100
601,1,1,2329,1,1,-1,45,100
602,1,1,918,1,1,-1,30,-100
603,1,1,1837,1,1,-1,34,-100
604,-1,1,3349,1,1,-1,28,-100
605,1,1,1275,1,1,-1,23,100
606,-1,1,2828,1,1,1,22,100
607,-1,-1,4526,1,1,1,74,100
608,1,1,2671,1,1,-1,50,-100
609,-1,1,2051,1,1,1,33,100
610,-1,1,1300,-1,1,1,45,100
611,-1,1,741,1,-1,-1,22,-100
612,1,1,1240,1,1,-1,48,-100
613,-1,1,3357,1,1,-1,29,100
614,-1,1,3632,1,1,-1,22,100
615,-1,-1,1808,1,1,-1,22,-100
616,1,1,12204,-1,1,1,48,100
617,1,-1,9157,-1,1,1,27,100
618,-1,-1,3676,1,1,1,37,100
619,1,1,3441,1,1,-1,21,-100
620,-1,1,640,1,1,1,49,100
621,1,-1,3652,1,1,1,27,100
622,-1,-1,1530,1,1,1,32,-100
623,-1,1,3914,-1,1,1,38,-100
624,-1,1,1858,1,1,-1,22,100
625,-1,1,2600,1,1,1,65,-100
626,-1,1,1979,-1,1,1,35,100
627,1,1,2116,1,1,1,41,100
628,1,1,1437,1,1,1,29,-100
629,-1,-1,4042,1,1,1,36,100
630,-1,1,3832,-1,1,1,64,100
631,-1,1,3660,1,1,-1,28,100
632,-1,1,1553,1,1,1,44,-100
633,1,1,1444,-1,1,1,23,100
634,-1,1,1980,1,1,-1,19,-100
635,1,1,1355,1,1,-1,25,-100
636,-1,1,1393,1,1,1,47,100
637,-1,1,1376,1,1,-1,28,100
638,-1,-1,15653,1,1,1,21,100
639,-1,1,1493,1,1,-1,34,100
640,-1,-1,4370,1,1,1,26,-100
641,-1,1,750,1,-1,-1,27,-100
642,1,1,1308,1,1,1,38,100
643,-1,1,4623,1,1,1,40,-100
644,-1,-1,1851,1,1,1,33,100
645,-1,-1,1880,1,1,1,32,100
646,-1,-1,7980,-1,1,1,27,-100
647,-1,1,4583,1,1,1,32,100
648,-1,1,1386,1,1,-1,26,-100
649,1,1,947,1,1,1,38,-100
650,-1,1,684,1,1,1,40,-100
651,-1,1,7476,1,1,1,50,100
652,1,1,1922,1,1,1,37,-100
653,-1,1,2303,1,1,1,45,-100
654,1,-1,8086,1,1,1,42,-100
655,-1,-1,2346,1,1,1,35,100
656,-1,1,3973,1,-1,1,22,100
657,1,1,888,1,1,1,41,-100
658,-1,1,10222,-1,1,1,37,100
659,1,1,4221,1,1,-1,28,100
660,1,-1,6361,1,1,1,41,100
661,1,1,1297,1,1,1,23,100
