@relation 'Copy of credit-g-attr10cleaned2numeric2'

@attribute Case numeric
@attribute Checking_status numeric
@attribute Credit_history numeric
@attribute Credit_amount numeric
@attribute Saving_status numeric
@attribute Employment numeric
@attribute Personal_status numeric
@attribute Age numeric
@attribute Class numeric

@data
57,1,1,6468,-1,-1,1,52,-1
58,-1,-1,9566,1,1,-1,31,1
59,1,1,1961,1,1,-1,23,1
60,-1,-1,6229,1,1,-1,23,-1
61,1,1,1391,1,1,1,27,1
62,1,-1,1537,-1,1,1,50,1
63,1,1,1953,1,1,1,61,-1
64,1,1,14421,1,1,1,25,-1
65,-1,1,3181,1,1,-1,26,1
66,-1,1,5190,-1,1,1,48,1
67,-1,1,2171,1,1,-1,29,1
68,1,1,1007,1,1,1,22,1
69,-1,1,1819,1,1,1,37,-1
70,-1,1,2394,-1,1,-1,25,1
71,-1,1,8133,1,1,-1,30,1
72,-1,-1,730,-1,1,1,46,1
73,-1,-1,1164,1,1,1,51,1
74,1,-1,5954,1,1,-1,41,1
75,-1,1,1977,-1,1,1,40,-1
76,-1,-1,1526,1,1,1,66,1
77,-1,1,3965,1,1,1,34,-1
78,1,-1,4771,1,1,1,51,1
79,-1,1,9436,-1,1,1,39,1
80,1,1,3832,1,1,1,22,1
81,-1,1,5943,-1,1,-1,44,-1
82,-1,1,1213,1,1,1,47,1
83,-1,1,1568,1,1,-1,24,1
84,-1,1,1755,1,1,-1,58,1
85,-1,1,2315,1,1,1,52,1
86,-1,-1,1412,1,1,-1,29,1
87,1,-1,1295,1,1,-1,27,1
88,1,1,12612,1,1,1,47,-1
89,-1,1,2249,1,1,1,30,1
90,-1,1,1108,1,1,1,28,-1
91,-1,-1,618,1,1,1,56,1
92,-1,-1,1409,1,1,1,54,1
93,-1,-1,797,-1,1,-1,33,-1
94,1,-1,3617,-1,1,1,20,1
95,1,1,1318,1,1,1,54,1
96,1,1,15945,1,1,1,58,-1
97,-1,-1,2012,-1,1,-1,61,1
98,1,1,2622,1,1,1,34,1
99,1,-1,2337,1,1,1,36,1
100,1,-1,7057,-1,1,1,36,1
101,-1,1,1469,1,1,1,41,1
102,1,1,2323,1,1,1,24,1
103,-1,-1,932,1,1,-1,24,1
104,1,-1,1919,1,1,1,35,1
105,-1,1,2445,-1,1,1,26,1
106,1,-1,11938,1,1,1,39,-1
107,-1,1,6458,1,1,1,39,-1
108,1,1,6078,1,1,1,32,1
109,-1,1,7721,-1,1,-1,30,1
110,1,1,1410,1,1,1,35,1
111,1,-1,1449,1,1,1,31,1
112,1,1,392,1,1,-1,23,1
113,1,1,6260,1,1,1,28,1
114,-1,-1,7855,1,1,-1,25,-1
115,-1,1,1680,1,1,1,35,1
116,-1,-1,3578,-1,1,1,47,1
117,-1,1,7174,-1,1,-1,30,-1
118,-1,-1,2132,-1,1,-1,27,1
119,-1,-1,4281,1,1,-1,23,-1
120,1,-1,2366,1,1,1,36,1
121,-1,1,1835,1,1,-1,25,-1
122,-1,-1,3868,1,1,-1,41,1
123,-1,1,1768,1,1,1,24,1
124,1,-1,781,1,1,1,63,1
125,1,1,1924,-1,1,-1,27,-1
126,-1,-1,2121,1,1,1,30,1
127,-1,1,701,1,1,1,40,1
128,1,1,639,1,1,1,30,-1
129,1,-1,1860,1,-1,1,34,1
130,-1,-1,3499,1,1,-1,29,-1
131,1,1,8487,-1,1,-1,24,1
132,-1,-1,6887,1,1,1,29,-1
133,-1,1,2708,1,1,1,27,1
134,-1,1,1984,1,1,1,47,1
135,-1,1,10144,1,1,-1,21,1
136,-1,-1,1240,-1,1,-1,38,1
137,-1,-1,8613,1,1,1,27,1
138,1,1,766,1,1,1,66,-1
139,1,-1,2728,-1,1,1,35,1
140,1,1,1881,1,1,-1,44,1
141,1,1,709,1,1,1,27,1
142,1,1,4795,1,1,-1,30,1
143,-1,1,3416,1,1,1,27,1
144,-1,1,2462,1,1,1,22,-1
145,-1,-1,2288,1,1,-1,23,1
146,1,1,3566,1,1,1,30,1
147,-1,-1,860,1,1,-1,39,1
148,-1,-1,682,1,1,-1,51,1
149,-1,-1,5371,1,1,1,28,1
150,-1,-1,1582,1,1,1,46,1
151,-1,1,1346,1,1,1,42,1
152,-1,1,1924,1,1,1,38,1
153,1,1,5848,1,1,1,24,1
154,1,-1,7758,1,1,-1,29,1
155,1,-1,6967,1,1,1,36,1
156,-1,1,1282,1,1,-1,20,-1
157,-1,-1,1288,1,1,1,48,1
158,-1,1,339,1,1,1,45,1
159,1,1,3512,1,1,1,38,1
160,-1,-1,1898,-1,1,1,34,1
161,-1,-1,2872,1,1,1,36,1
162,-1,-1,1055,1,1,-1,30,1
163,-1,1,1262,1,1,1,36,1
164,1,1,7308,1,-1,1,70,1
165,-1,1,909,1,1,1,36,1
166,-1,1,2978,1,1,1,32,1
167,-1,1,1131,1,-1,-1,33,-1
168,1,1,1577,1,1,-1,20,1
169,-1,1,3972,1,1,-1,25,1
170,1,-1,1935,1,1,1,31,-1
171,-1,1,950,1,1,1,33,-1
172,-1,1,763,1,1,-1,26,1
173,1,-1,2064,1,-1,-1,34,-1
174,1,1,1414,1,1,1,33,1
175,-1,-1,3414,1,1,1,26,-1
176,-1,1,7485,-1,-1,-1,53,-1
177,-1,1,2577,1,1,1,42,1
178,-1,-1,338,1,1,1,52,1
179,-1,1,1963,1,1,1,31,1
180,-1,-1,571,1,1,1,65,1
181,-1,-1,9572,1,1,1,28,-1
182,1,-1,4455,1,1,1,30,-1
183,-1,1,1647,-1,1,1,40,-1
184,-1,-1,3777,1,1,1,50,1
185,1,-1,884,1,1,1,36,-1
186,-1,-1,1360,1,1,1,31,1
187,1,1,5129,1,1,-1,74,-1
188,1,-1,1175,1,-1,1,68,1
189,-1,1,674,1,1,1,20,-1
190,1,1,3244,1,1,-1,33,1
191,-1,1,4591,1,1,1,54,-1
192,1,1,3844,1,1,1,34,-1
193,1,1,3915,1,1,1,36,-1
194,-1,1,2108,1,1,1,29,1
195,1,1,3031,1,1,1,21,-1
196,1,-1,1501,1,1,-1,34,-1
197,-1,-1,1382,1,1,-1,28,1
198,1,1,951,1,1,-1,27,-1
199,1,1,2760,-1,1,1,36,1
200,1,-1,4297,1,1,1,40,-1
201,-1,-1,936,1,1,1,52,1
202,-1,1,1168,1,1,1,27,1
203,-1,-1,5117,1,1,1,26,1
204,-1,1,902,1,1,1,21,-1
205,-1,-1,1495,1,1,1,38,1
206,-1,-1,10623,1,1,1,38,1
207,-1,-1,1935,1,1,1,43,1
208,1,-1,1424,1,1,1,26,1
209,-1,1,6568,1,1,1,21,1
210,-1,1,1413,1,1,1,55,1
211,-1,-1,3074,-1,1,1,33,1
212,-1,1,3835,-1,1,-1,45,1
213,-1,1,5293,1,-1,1,50,-1
214,1,-1,1908,1,1,1,66,-1
215,-1,-1,3342,-1,1,1,51,1
216,1,-1,932,-1,1,-1,39,1
217,-1,1,3104,1,1,1,31,1
218,1,1,3913,1,1,1,23,1
219,-1,1,3021,1,1,1,24,1
220,-1,1,1364,1,1,-1,64,1
221,1,1,625,1,1,1,26,1
222,-1,1,1200,-1,1,-1,23,1
223,-1,1,707,1,1,1,30,1
224,-1,-1,2978,-1,1,1,32,1
225,-1,1,4657,1,1,1,30,1
226,-1,1,2613,1,1,1,27,1
227,1,1,10961,1,1,1,27,-1
228,-1,1,7865,1,1,1,53,-1
229,-1,1,1478,1,1,1,22,-1
230,-1,1,3149,1,1,1,22,1
231,1,1,4210,1,1,1,26,-1
232,-1,1,2507,1,1,1,51,1
233,-1,1,2141,1,1,1,35,1
234,1,1,866,1,1,1,25,1
235,-1,-1,1544,1,1,1,42,1
236,-1,1,1823,1,-1,1,30,-1
237,1,1,14555,-1,-1,1,23,-1
238,1,1,2767,1,1,1,61,-1
239,-1,-1,1291,1,1,-1,35,1
240,-1,1,2522,1,1,1,39,1
241,-1,1,915,-1,1,-1,29,-1
242,-1,1,1595,1,1,1,51,1
243,-1,1,4605,1,1,1,24,-1
244,-1,-1,1185,1,1,-1,27,1
245,-1,1,3447,1,1,-1,35,1
246,-1,1,1258,1,1,1,25,1
247,-1,-1,717,1,1,1,52,1
248,-1,1,1204,1,1,1,35,1
249,1,1,1925,1,1,1,26,1
250,-1,1,433,1,-1,-1,22,-1
251,-1,-1,666,1,1,-1,39,1
252,1,1,2251,1,1,-1,46,1
253,1,1,2150,1,1,-1,24,-1
254,-1,-1,4151,1,1,1,35,1
255,1,1,2030,-1,1,1,24,1
256,1,-1,7418,-1,1,1,27,1
257,-1,-1,2684,1,1,1,35,1
258,-1,1,2149,1,1,1,29,-1
259,-1,1,3812,1,1,-1,23,1
260,-1,-1,1154,1,-1,-1,57,1
261,-1,1,1657,1,1,1,27,1
262,-1,1,1603,1,1,-1,55,1
263,-1,-1,5302,1,1,1,36,1
264,-1,-1,2748,1,1,-1,57,1
265,-1,-1,1231,1,1,1,32,1
266,1,1,802,1,1,1,37,-1
267,-1,-1,6304,-1,1,1,36,1
268,-1,1,1533,1,1,-1,38,1
269,-1,1,8978,1,1,1,45,-1
270,-1,1,999,-1,1,1,25,1
271,-1,1,2662,-1,1,1,32,1
272,-1,-1,1402,1,1,-1,37,1
273,1,1,12169,-1,-1,1,36,1
274,1,1,3060,1,1,1,28,-1
275,-1,1,11998,1,1,1,34,-1
276,-1,1,2697,1,1,1,32,1
277,-1,-1,2404,1,1,-1,26,1
278,-1,1,1262,-1,1,1,49,1
279,-1,1,4611,1,1,-1,32,-1
280,-1,1,1901,1,1,1,29,1
281,-1,-1,3368,1,1,1,23,1
282,-1,1,1574,1,1,1,50,1
283,1,1,1445,-1,1,1,49,1
284,-1,-1,1520,-1,1,1,63,1
285,1,-1,3878,1,1,1,37,1
286,-1,1,10722,1,1,-1,35,1
287,-1,1,4788,1,1,1,26,1
288,1,-1,7582,1,-1,1,31,1
289,1,1,1092,1,1,-1,49,1
290,-1,-1,1024,1,1,1,48,-1
291,-1,1,1076,1,1,1,26,1
292,1,1,9398,1,1,1,28,-1
293,-1,-1,6419,1,1,-1,44,1
294,1,-1,4796,1,1,1,56,1
295,-1,-1,7629,-1,1,1,46,1
296,1,1,9960,1,1,-1,26,-1
297,-1,1,4675,-1,1,-1,20,1
298,-1,1,1287,-1,1,1,45,1
299,-1,1,2515,1,1,1,43,1
300,1,-1,2745,1,1,1,32,1
301,-1,1,672,1,-1,-1,54,1
302,1,1,3804,1,1,-1,42,-1
303,1,-1,1344,-1,1,1,37,-1
304,-1,-1,1038,1,1,1,49,1
305,-1,-1,10127,1,1,1,44,-1
306,-1,1,1543,1,1,1,33,1
307,-1,1,4811,-1,1,-1,24,1
308,-1,1,727,1,1,1,33,-1
309,1,1,1237,1,1,-1,24,-1
310,1,1,276,1,1,1,22,1
311,1,1,5381,-1,-1,1,40,1
312,-1,1,5511,1,1,1,25,1
313,1,1,3749,1,1,-1,26,1
314,1,1,685,1,1,1,25,-1
315,1,1,1494,-1,1,1,29,1
316,-1,1,2746,1,1,1,31,-1
317,-1,1,708,1,1,1,38,1
318,1,1,4351,-1,1,-1,48,1
319,-1,-1,701,1,1,1,32,1
320,-1,-1,3643,1,1,-1,27,1
321,1,-1,4249,1,-1,1,28,-1
322,-1,1,1938,1,1,1,32,-1
323,-1,1,2910,1,1,1,34,1
324,-1,1,2659,1,1,1,28,1
325,-1,-1,1028,1,1,-1,36,1
326,-1,-1,3398,1,1,1,39,1
327,-1,-1,5801,-1,1,1,49,1
328,-1,1,1525,1,1,-1,34,1
329,1,1,4473,1,1,1,31,1
330,1,1,1068,1,1,1,28,1
331,-1,-1,6615,1,-1,1,75,1
332,-1,-1,1864,1,1,-1,30,-1
333,1,1,7408,1,1,-1,24,-1
334,-1,-1,11590,1,1,-1,24,-1
335,-1,1,4110,1,1,1,23,-1
336,-1,-1,3384,1,1,1,44,-1
337,1,1,2101,1,1,-1,23,1
338,-1,1,1275,-1,1,-1,24,-1
339,-1,1,4169,1,1,1,28,1
340,1,1,1521,1,1,1,31,1
341,1,-1,5743,1,1,-1,24,1
342,-1,1,3599,1,1,-1,26,1
343,1,1,3213,1,1,1,25,1
344,1,1,4439,1,1,1,33,1
345,1,1,3949,1,1,1,37,1
346,-1,-1,1459,1,1,-1,43,1
347,1,-1,882,1,1,1,23,1
348,1,1,3758,1,-1,-1,23,1
349,-1,-1,1743,1,1,1,34,1
350,1,-1,1136,1,1,1,32,-1
351,-1,1,1236,1,1,-1,23,1
352,1,1,959,1,1,-1,29,-1
353,-1,-1,3229,-1,-1,1,38,1
354,-1,1,6199,1,1,1,28,-1
355,-1,1,727,1,1,1,46,1
356,1,1,1246,1,1,1,23,-1
357,-1,-1,2331,-1,1,1,49,1
358,-1,-1,4463,1,1,1,26,-1
359,-1,1,776,1,1,1,28,1
360,-1,1,2406,1,1,-1,23,-1
361,1,1,1239,-1,1,1,61,1
362,1,1,3399,-1,1,1,37,1
363,1,-1,2247,1,1,-1,36,1
364,-1,1,1766,1,1,1,21,1
365,-1,1,2473,1,-1,1,25,-1
366,-1,1,1542,1,1,1,36,1
367,-1,-1,3850,1,1,1,27,1
368,-1,1,3650,1,1,-1,22,1
369,-1,1,3446,1,1,1,42,-1
370,1,1,3001,1,1,-1,40,1
371,-1,1,3079,-1,1,1,36,1
372,-1,-1,6070,1,1,1,33,1
373,-1,-1,2146,1,1,-1,23,1
374,-1,-1,13756,-1,1,1,63,1
375,1,1,14782,1,1,-1,60,-1
376,-1,1,7685,1,1,-1,37,-1
377,-1,-1,2320,1,-1,1,34,1
378,-1,-1,846,-1,1,1,36,1
379,1,1,14318,1,1,1,57,-1
380,-1,-1,362,1,1,-1,52,1
381,-1,1,2212,-1,1,1,39,1
382,1,1,12976,1,-1,-1,38,-1
383,-1,1,1283,-1,1,-1,25,1
384,1,1,1330,1,1,1,26,1
385,-1,-1,4272,1,1,1,26,1
386,-1,-1,2238,1,1,-1,25,1
387,-1,1,1126,-1,1,-1,21,1
388,1,-1,7374,1,-1,1,40,1
389,1,-1,2326,1,1,1,27,1
390,-1,1,1449,1,1,-1,27,1
391,-1,1,1820,1,1,1,30,1
392,1,1,983,1,1,-1,19,1
393,-1,1,3249,1,1,1,39,1
394,-1,-1,1957,1,1,-1,31,1
395,-1,-1,2406,1,-1,1,31,1
396,1,-1,11760,1,1,1,32,1
397,-1,1,2578,1,-1,-1,55,1
398,-1,-1,2348,1,1,1,46,1
399,1,1,1223,1,1,1,46,-1
400,-1,-1,1516,1,1,-1,43,1
401,-1,1,1473,1,1,1,39,1
402,1,-1,1887,-1,1,1,28,1
403,-1,-1,8648,1,1,1,27,-1
404,-1,-1,802,1,1,1,27,1
405,1,-1,2899,-1,1,1,43,1
406,1,1,2039,1,1,1,22,-1
407,-1,-1,2197,-1,1,1,43,1
408,-1,1,1053,1,1,1,27,1
409,-1,1,3235,1,1,1,26,1
410,1,-1,939,1,1,1,28,-1
411,1,1,1967,1,1,-1,20,1
412,-1,-1,7253,1,1,1,35,1
413,-1,-1,2292,1,-1,1,42,-1
414,-1,1,1597,1,1,1,40,1
415,-1,1,1381,-1,1,-1,35,-1
416,-1,-1,5842,1,1,1,35,1
417,-1,1,2579,1,1,1,33,-1
418,-1,-1,8471,-1,1,-1,23,1
419,-1,1,2782,1,1,-1,31,1
420,1,1,1042,-1,1,-1,33,-1
421,-1,1,3186,1,1,-1,20,1
422,1,1,2028,-1,1,1,30,1
423,1,-1,958,1,1,1,47,1
424,-1,-1,1591,1,1,1,34,1
425,1,1,2762,-1,1,-1,25,-1
426,1,1,2779,1,1,1,21,1
427,-1,-1,2743,1,1,1,29,1
428,-1,-1,1149,1,1,1,46,1
429,-1,1,1313,1,1,1,20,1
430,-1,-1,1190,1,-1,-1,55,-1
431,-1,1,3448,1,1,1,74,1
432,1,1,1328,1,1,1,29,-1
433,-1,-1,1872,1,-1,1,36,1
434,-1,-1,2058,1,1,1,33,1
435,-1,1,2136,1,1,1,25,1
436,1,1,1484,-1,1,1,25,-1
437,-1,1,660,1,1,1,23,1
438,-1,-1,1287,1,1,-1,37,1
439,-1,-1,3394,1,-1,1,65,1
440,1,1,609,1,1,-1,26,-1
441,-1,1,1884,1,1,1,39,1
442,-1,1,1620,1,1,-1,30,1
443,1,-1,2629,1,1,1,29,1
444,-1,1,7190,1,1,1,41,-1
445,1,-1,5096,1,1,-1,30,-1
446,-1,-1,1244,-1,1,-1,41,1
447,-1,1,1842,1,1,-1,34,-1
448,1,1,2576,1,1,1,35,1
449,1,1,1424,-1,1,-1,55,1
450,1,-1,1512,1,1,1,61,-1
451,-1,-1,11054,-1,1,1,30,1
452,-1,1,5180,1,1,-1,29,1
453,-1,1,2759,1,1,1,34,1
454,-1,1,2670,1,1,1,35,1
455,-1,1,4817,1,1,1,31,-1
456,-1,1,2679,1,1,-1,29,1
457,-1,-1,3905,1,1,1,36,1
458,-1,1,3386,1,1,1,35,-1
459,-1,1,343,1,1,-1,27,1
460,-1,1,4594,1,1,1,32,1
461,-1,1,3620,1,1,1,37,1
462,-1,1,1721,1,1,1,36,1
463,1,1,3017,1,1,-1,34,1
464,1,1,754,-1,1,1,38,1
465,-1,1,1950,1,1,1,34,1
466,-1,1,2924,1,1,1,63,1
467,-1,-1,1659,1,1,-1,29,-1
468,-1,-1,7238,-1,1,1,32,1
469,-1,-1,2764,1,1,-1,26,1
470,-1,-1,4679,1,1,1,35,1
471,1,1,3092,1,1,1,22,-1
472,-1,1,448,1,1,-1,23,-1
473,-1,1,654,1,1,1,28,-1
474,-1,1,1238,-1,-1,1,36,1
475,1,-1,1245,1,1,1,33,-1
476,-1,1,3114,1,1,-1,26,-1
477,-1,1,2569,1,1,1,24,1
478,1,1,5152,1,1,1,25,1
479,1,1,1037,1,1,1,39,1
480,-1,-1,1478,1,1,1,44,1
481,1,-1,3573,1,1,-1,23,1
482,1,1,1201,1,1,1,26,1
483,-1,1,3622,1,1,-1,57,1
484,-1,-1,960,1,1,-1,30,1
485,-1,-1,1163,1,1,1,44,1
486,1,-1,1209,1,-1,1,47,-1
487,-1,1,3077,1,1,1,52,1
488,-1,1,3757,1,1,-1,62,1
489,-1,1,1418,1,1,1,35,1
490,-1,1,3518,1,1,1,26,1
491,-1,-1,1934,1,1,1,26,1
492,1,1,8318,1,1,-1,42,-1
493,-1,-1,1237,1,1,-1,27,1
494,1,1,368,-1,1,1,38,1
495,-1,-1,2122,1,1,1,39,1
496,-1,1,2996,-1,1,1,20,-1
497,1,1,9034,1,1,1,29,-1
498,-1,-1,1585,1,1,1,40,1
499,1,1,1301,1,1,1,32,1
500,1,-1,1323,1,1,1,28,1
501,-1,1,3123,1,1,-1,27,-1
502,-1,1,5493,1,1,1,42,1
503,1,1,1126,1,1,1,49,1
504,1,-1,1216,1,1,1,38,-1
505,-1,1,1207,1,1,-1,24,-1
506,-1,1,1309,-1,1,1,27,-1
507,1,-1,2360,1,1,1,36,1
508,1,1,6850,1,-1,1,34,-1
509,-1,1,1413,1,1,1,28,1
510,-1,1,8588,1,1,1,45,1
511,-1,1,759,1,1,1,26,-1
512,-1,1,4686,1,1,1,32,1
513,1,1,2687,1,1,1,26,1
514,1,-1,5850,1,1,1,20,1
515,-1,1,2255,-1,1,1,54,1
516,-1,-1,609,1,1,-1,37,1
517,-1,-1,1361,1,1,1,40,1
518,-1,-1,7127,1,1,-1,23,-1
519,-1,1,1203,1,1,1,43,1
520,-1,-1,700,-1,1,1,36,1
521,-1,-1,5507,1,1,1,44,1
522,-1,1,3190,1,1,-1,24,-1
523,-1,1,7119,1,1,1,53,-1
524,-1,1,3488,1,1,-1,23,1
525,1,1,1113,1,1,-1,26,1
526,1,1,7966,1,1,1,30,1
527,-1,-1,1532,1,1,-1,31,1
528,-1,-1,1503,1,1,1,42,1
529,-1,1,2302,1,1,1,31,-1
530,-1,1,662,1,1,1,41,1
531,1,1,2273,1,1,1,32,1
532,1,1,2631,1,1,-1,28,-1
533,-1,-1,1503,1,1,1,41,1
534,-1,1,1311,1,1,1,26,1
535,-1,1,3105,-1,1,1,25,1
536,1,-1,2319,1,1,1,33,-1
537,-1,1,1374,-1,-1,-1,75,1
538,1,-1,3612,1,1,-1,37,1
539,-1,1,7763,1,1,1,42,-1
540,1,1,3049,1,1,-1,45,1
541,1,1,1534,1,1,1,23,-1
542,-1,-1,2032,1,1,1,60,1
543,-1,1,6350,-1,1,1,31,-1
544,1,1,2864,1,1,1,34,-1
545,-1,-1,1255,1,1,1,61,1
546,-1,-1,1333,1,-1,1,43,-1
547,-1,-1,2022,1,1,-1,37,1
548,-1,1,1552,1,1,1,32,1
549,-1,1,626,1,1,-1,24,-1
550,-1,-1,8858,-1,1,1,35,1
551,-1,-1,996,-1,1,-1,23,1
552,-1,1,1750,1,1,1,45,1
553,-1,1,6999,1,1,1,34,-1
554,1,-1,1995,1,1,1,27,1
555,1,1,1199,1,1,-1,67,1
556,1,1,1331,1,1,1,22,-1
557,1,1,2278,1,1,-1,28,-1
558,-1,1,5003,-1,1,-1,29,-1
559,-1,1,3552,1,1,1,27,-1
560,1,-1,1928,1,1,1,31,-1
561,-1,1,2964,-1,1,1,49,1
562,-1,1,1546,1,1,1,24,-1
563,1,-1,683,1,1,-1,29,1
564,1,1,12389,-1,1,1,37,-1
565,1,-1,4712,-1,1,1,37,1
566,1,-1,1553,1,1,-1,23,1
567,-1,1,1372,1,1,1,36,-1
568,-1,-1,2578,1,1,1,34,1
569,1,1,3979,-1,1,1,41,1
570,-1,1,6758,1,1,-1,31,-1
571,-1,1,3234,1,1,-1,23,-1
572,-1,-1,5954,1,1,1,38,1
573,-1,1,5433,-1,-1,-1,26,1
574,-1,1,806,1,1,-1,22,1
575,1,1,1082,1,1,1,27,1
576,-1,-1,2788,1,1,-1,24,1
577,1,1,2930,1,1,-1,27,1
578,-1,-1,1927,-1,1,-1,33,1
579,1,-1,2820,1,1,1,27,-1
580,-1,1,937,1,1,1,27,1
581,1,-1,1056,1,1,1,30,-1
582,1,-1,3124,1,1,1,49,1
583,-1,1,1388,1,1,-1,26,1
584,1,1,2384,1,1,1,33,-1
585,-1,1,2133,-1,1,-1,52,1
586,-1,1,2039,1,1,-1,20,-1
587,-1,-1,2799,1,1,1,36,1
588,-1,1,1289,1,1,1,21,1
589,-1,1,1217,1,1,1,47,-1
590,-1,-1,2246,1,1,1,60,-1
591,-1,-1,385,1,1,-1,58,1
592,1,-1,1965,-1,1,-1,42,1
593,-1,1,1572,1,1,-1,36,1
594,1,1,2718,1,1,-1,20,-1
595,-1,1,1358,-1,1,1,40,-1
596,1,1,931,1,1,-1,32,-1
597,-1,1,1442,1,1,-1,23,-1
598,1,1,4241,1,1,1,36,-1
599,-1,-1,2775,1,1,1,31,-1
600,-1,-1,3863,1,1,1,32,1
601,1,1,2329,1,1,-1,45,1
602,1,1,918,1,1,-1,30,-1
603,1,1,1837,1,1,-1,34,-1
604,-1,1,3349,1,1,-1,28,-1
605,1,1,1275,1,1,-1,23,1
606,-1,1,2828,1,1,1,22,1
607,-1,-1,4526,1,1,1,74,1
608,1,1,2671,1,1,-1,50,-1
609,-1,1,2051,1,1,1,33,1
610,-1,1,1300,-1,1,1,45,1
611,-1,1,741,1,-1,-1,22,-1
612,1,1,1240,1,1,-1,48,-1
613,-1,1,3357,1,1,-1,29,1
614,-1,1,3632,1,1,-1,22,1
615,-1,-1,1808,1,1,-1,22,-1
616,1,1,12204,-1,1,1,48,1
617,1,-1,9157,-1,1,1,27,1
618,-1,-1,3676,1,1,1,37,1
619,1,1,3441,1,1,-1,21,-1
620,-1,1,640,1,1,1,49,1
621,1,-1,3652,1,1,1,27,1
622,-1,-1,1530,1,1,1,32,-1
623,-1,1,3914,-1,1,1,38,-1
624,-1,1,1858,1,1,-1,22,1
625,-1,1,2600,1,1,1,65,-1
626,-1,1,1979,-1,1,1,35,1
627,1,1,2116,1,1,1,41,1
628,1,1,1437,1,1,1,29,-1
629,-1,-1,4042,1,1,1,36,1
630,-1,1,3832,-1,1,1,64,1
631,-1,1,3660,1,1,-1,28,1
632,-1,1,1553,1,1,1,44,-1
633,1,1,1444,-1,1,1,23,1
634,-1,1,1980,1,1,-1,19,-1
635,1,1,1355,1,1,-1,25,-1
636,-1,1,1393,1,1,1,47,1
637,-1,1,1376,1,1,-1,28,1
638,-1,-1,15653,1,1,1,21,1
639,-1,1,1493,1,1,-1,34,1
640,-1,-1,4370,1,1,1,26,-1
641,-1,1,750,1,-1,-1,27,-1
642,1,1,1308,1,1,1,38,1
643,-1,1,4623,1,1,1,40,-1
644,-1,-1,1851,1,1,1,33,1
645,-1,-1,1880,1,1,1,32,1
646,-1,-1,7980,-1,1,1,27,-1
647,-1,1,4583,1,1,1,32,1
648,-1,1,1386,1,1,-1,26,-1
649,1,1,947,1,1,1,38,-1
650,-1,1,684,1,1,1,40,-1
651,-1,1,7476,1,1,1,50,1
652,1,1,1922,1,1,1,37,-1
653,-1,1,2303,1,1,1,45,-1
654,1,-1,8086,1,1,1,42,-1
655,-1,-1,2346,1,1,1,35,1
656,-1,1,3973,1,-1,1,22,1
657,1,1,888,1,1,1,41,-1
658,-1,1,10222,-1,1,1,37,1
659,1,1,4221,1,1,-1,28,1
660,1,-1,6361,1,1,1,41,1
661,1,1,1297,1,1,1,23,1
